first_name,last_name,nickname,weight_class,record,uri
Julian,Marquez,"""The Cuban Missile Crisis""",Middleweight,9-4-0 (W-L-D),/athlete/julian-marquez
Francis,Marshall,"""Fire""",Featherweight,7-0-0 (W-L-D),/athlete/francis-marshall
Michal,Martinek,"""Blackbeard""",Heavyweight,0-0-0 (W-L-D),/athlete/michal-martinek
Melissa,Martinez,"""Super Mely""",Women's Strawweight,7-1-0 (W-L-D),/athlete/melissa-martinez
Jonathan,Martinez,"""Dragon""",Bantamweight,17-4-0 (W-L-D),/athlete/jonathan-martinez
Victor,Martinez,"""The Brick""",Lightweight,13-5-0 (W-L-D),/athlete/dzhonatan-pirs-2
Mana,Martinez,"""ManaBoi""",Bantamweight,10-4-0 (W-L-D),/athlete/uillyam-nayt-1
Tiffany,Masters,"""Rainbow Renegade""",Women's Strawweight,2-1-0 (W-L-D),/athlete/tiffany-masters
Jorge,Masvidal,"""Gamebred""",Welterweight,35-16-0 (W-L-D),/athlete/jorge-masvidal
Darius,Mata-Varona,"""The Destroyer""",Heavyweight,0-0-0 (W-L-D),/athlete/darius-mata-varona
Al,Matavao,,Light Heavyweight,0-1-0 (W-L-D),/athlete/al-matavao
Koyomi,Matsushima,,Featherweight,1-1-0 (W-L-D),/athlete/koyomi-matsushima
Connor,Matthews,,Featherweight,0-1-0 (W-L-D),/athlete/connor-matthews
Jake,Matthews,"""The Celtic Kid""",Welterweight,18-6-0 (W-L-D),/athlete/jake-matthews
Miranda,Maverick,"""Fear The""",Women's Flyweight,13-4-0 (W-L-D),/athlete/miranda-maverick
Jack,May,"""The Outlaw""",Heavyweight,7-2-0 (W-L-D),/athlete/jack-may
Don'Tale,Mayes,"""King Kong""",Heavyweight,9-5-0 (W-L-D),/athlete/dontale-mayes
Molly,McCann,"""Meatball""",Women's Flyweight,13-5-0 (W-L-D),/athlete/molly-mccann
Court,McGee,"""The Crusher""",Welterweight,22-11-0 (W-L-D),/athlete/court-mcgee
Conor,McGregor,"""The Notorious""",Lightweight,22-6-0 (W-L-D),/athlete/conor-mcgregor
Cory,McKenna,"""Poppins""",Women's Strawweight,8-2-0 (W-L-D),/athlete/cory-mckenna
Terrance,McKinney,"""T. Wrecks""",Lightweight,13-5-0 (W-L-D),/athlete/terrance-mckinney
Tim,Means,"""The Dirty Bird""",Welterweight,32-14-1 (W-L-D),/athlete/tim-means
Uroš,Medić,"""The Doctor""",Lightweight,8-1-0 (W-L-D),/athlete/uros-medic
Alton,Meeks,"""Murda""",Heavyweight,3-0-0 (W-L-D),/athlete/alton-meeks
Gerald,Meerschaert,"""GM3""",Middleweight,35-15-0 (W-L-D),/athlete/gerald-meerschaert
Mateus,Mendonça,"""Bocao""",Bantamweight,10-1-0 (W-L-D),/athlete/mateus-mendonca
Alonzo,Menifield,"""Atomic""",Light Heavyweight,13-3-1 (W-L-D),/athlete/alonzo-menifield
Mo,Miller,,Bantamweight,1-0-0 (W-L-D),/athlete/mo-miller
Juliana,Miller,"""Killer""",Women's Flyweight,4-1-0 (W-L-D),/athlete/juliana-miller
Jim,Miller,"""A-10""",Lightweight,35-17-0 (W-L-D),/athlete/jim-miller
Zhang,Mingyang,,Light Heavyweight,1-0-0 (W-L-D),/athlete/guram-kutateladze-1
Stipe,Miocic,,Heavyweight,20-4-0 (W-L-D),/athlete/stipe-miocic
Gabriel,Miranda,"""Fly""",Lightweight,16-6-0 (W-L-D),/athlete/gabriel-miranda
Toby,Misech,"""2Quick""",Featherweight,10-5-0 (W-L-D),/athlete/toby-misech
Maurice,Mitchell,,Featherweight,11-2-0 (W-L-D),/athlete/maurice-mitchell
Bryce,Mitchell,"""Thug Nasty""",Featherweight,15-2-0 (W-L-D),/athlete/bryce-mitchell
Renato,Moicano,,Lightweight,17-5-1 (W-L-D),/athlete/renato-moicano
Thiago,Moises,,Lightweight,17-6-0 (W-L-D),/athlete/thiago-moises
Muhammad,Mokaev,"""The Punisher""",Flyweight,9-0-0 (W-L-D),/athlete/liana-dzhodzhua-0
Jeffrey,Molina,"""El Jefe""",Flyweight,11-2-0 (W-L-D),/athlete/jeffrey-molina
Alberto,Montes,,Bantamweight,0-0-0 (W-L-D),/athlete/alberto-montes
Taylor,Moore,,Bantamweight,0-1-0 (W-L-D),/athlete/taylor-moore
Sergio,Moraes,"""The Panther""",Welterweight,14-7-1 (W-L-D),/athlete/sergio-moraes
Michael,Morales,,Welterweight,14-0-0 (W-L-D),/athlete/karlos-olberg-2
Omar,Morales,"""Venezuelan Fighter""",Lightweight,11-3-0 (W-L-D),/athlete/omar-morales
Gisele,Moreira,"""Gi""",Women's Bantamweight,0-0-0 (W-L-D),/athlete/gisele-moreira
Brandon,Moreno,"""The Assassin Baby""",Flyweight,21-6-2 (W-L-D),/athlete/brandon-moreno
Alexander,Morgan,,Featherweight,0-1-0 (W-L-D),/athlete/alexander-morgan
Alex,Morono,"""The Great White""",Welterweight,22-8-0 (W-L-D),/athlete/alex-morono
Maryna,Moroz,"""Iron Lady""",Women's Flyweight,11-4-0 (W-L-D),/athlete/maryna-moroz
Sergey,Morozov,,Bantamweight,19-5-0 (W-L-D),/athlete/sergey-morozov
Nikolas,Motta,"""Iron""",Lightweight,13-4-0 (W-L-D),/athlete/nikolas-motta
Sumudaerji,,"""The Tibetan Eagle""",Flyweight,16-5-0 (W-L-D),/athlete/su-mudaerji
Belal,Muhammad,"""Remember The Name""",Welterweight,22-3-0 (W-L-D),/athlete/belal-muhammad
Jamie,Mullarkey,"""Hooligan""",Lightweight,16-5-0 (W-L-D),/athlete/jamie-mullarkey
Pedro,Munhoz,"""The Young Punisher""",Bantamweight,19-7-0 (W-L-D),/athlete/pedro-munhoz
Emanuel,Muniz,"""No Love""",Middleweight,0-0-0 (W-L-D),/athlete/emanuel-muniz
Andre,Muniz,"""Sergipano""",Middleweight,23-5-0 (W-L-D),/athlete/andre-muniz
Johnny,Munoz,"""Kid Kvenbo""",Bantamweight,12-2-0 (W-L-D),/athlete/johnny-munoz
Alexander,Munoz,,Lightweight,6-2-0 (W-L-D),/athlete/alexander-munoz
Olivier,Murad,,Featherweight,1-0-0 (W-L-D),/athlete/olive-mirad
Makhmud,Muradov,"""Mach""",Middleweight,25-8-0 (W-L-D),/athlete/makhmud-muradov
Kanako,Murata,,Women's Strawweight,12-2-0 (W-L-D),/athlete/kanako-murata
Aili,Muratbek,,Lightweight,0-0-0 (W-L-D),/athlete/aili-muratbek
Vince,Murdock,,Featherweight,12-4-0 (W-L-D),/athlete/vince-murdock
Samandar,Murodov,,Welterweight,1-0-0 (W-L-D),/athlete/samandar-murodov
Lerone,Murphy,"""The Miracle""",Featherweight,11-0-1 (W-L-D),/athlete/lerone-murphy
Lauren,Murphy,"""Lucky""",Women's Flyweight,16-6-0 (W-L-D),/athlete/lauren-murphy
Jesse,Murray,"""Hollywood""",Light Heavyweight,0-1-0 (W-L-D),/athlete/dzhessi-myurrey
Azamat,Murzakanov,"""The Professional""",Light Heavyweight,12-0-0 (W-L-D),/athlete/azamat-murzakanov
Max,Mustaki,"""Mad""",Lightweight,6-3-0 (W-L-D),/athlete/max-mustaki
Liang,Na,"""The Dragon Girl""",Women's Strawweight,17-6-0 (W-L-D),/athlete/liang-na
Muhammadjon,Naimov,,Featherweight,5-1-0 (W-L-D),/athlete/muhammadjon-naimov
Rinya,Nakamura,"""Hybrid""",Bantamweight,7-0-0 (W-L-D),/athlete/rinya-nakamura
Tyson,Nam,,Flyweight,21-12-1 (W-L-D),/athlete/tyson-nam
Rose,Namajunas,"""Thug""",Women's Strawweight,12-5-0 (W-L-D),/athlete/rose-namajunas
Allan,Nascimento,"""Puro Osso""",Flyweight,20-6-0 (W-L-D),/athlete/allan-nascimento
Rodrigo,Nascimento,"""Ze' Colmeia""",Heavyweight,9-1-0 (W-L-D),/athlete/rodrigo-nascimento-ferreira
Nasrudin,Nasrudinov,,Light Heavyweight,0-1-0 (W-L-D),/athlete/nasrudin-nasrudinov
Tafon,Nchukwi,"""Da Don""",Light Heavyweight,6-3-0 (W-L-D),/athlete/tafon-nchukwi
Geoff,Neal,"""Handz of Steel""",Welterweight,15-5-0 (W-L-D),/athlete/geoff-neal
Nicolae,Negumereanu,,Light Heavyweight,13-2-0 (W-L-D),/athlete/nicolae-negumereanu
Nair,Nelikyan,,Lightweight,0-0-0 (W-L-D),/athlete/nair-nelikyan
Gunnar,Nelson,"""Gunni""",Welterweight,18-5-1 (W-L-D),/athlete/gunnar-nelson
Kyle,Nelson,"""The Monster""",Featherweight,13-5-1 (W-L-D),/athlete/kyle-nelson
Eduardo,Neves,,Heavyweight,0-1-0 (W-L-D),/athlete/eduardo-neves
Nick,Newell,,Lightweight,14-1-0 (W-L-D),/athlete/nick-newell
Journey,Newson,,Bantamweight,10-4-0 (W-L-D),/athlete/journey-newson
Steven,Nguyen,,Featherweight,1-0-0 (W-L-D),/athlete/dzhelin-tyorner-0
Bo,Nickal,,Middleweight,4-0-0 (W-L-D),/athlete/bo-nickal
Matheus,Nicolau,,Flyweight,19-3-1 (W-L-D),/athlete/matheus-nicolau
Jaimee,Nievera,"""Queenie""",Women's Flyweight,7-4-0 (W-L-D),/athlete/jaimee-nievera
Chidi,Njokuani,"""Bang Bang""",Middleweight,22-8-0 (W-L-D),/athlete/bruno-korea-0
Kyle,Noblitt,,Heavyweight,0-0-0 (W-L-D),/athlete/kyle-noblitt
Shohei,Nose,,Bantamweight,1-1-0 (W-L-D),/athlete/shohei-nose
Shayilan,Nuerdanbieke,"""Wolverine""",Featherweight,39-10-0 (W-L-D),/athlete/shayilan-nuerdanbieke
Istela,Nunes,,Women's Strawweight,6-4-0 (W-L-D),/athlete/istela-nunes
Amanda,Nunes,"""The Lioness""",Women's Bantamweight,22-5-0 (W-L-D),/athlete/amanda-nunes
Josiane,Nunes,"""Josi""",Women's Featherweight,10-1-0 (W-L-D),/athlete/josiane-nunes
Abubakar,Nurmagomedov,,Welterweight,17-3-1 (W-L-D),/athlete/abubakar-nurmagomedov
Umar,Nurmagomedov,,Bantamweight,16-0-0 (W-L-D),/athlete/umar-nurmagomedov
Jesse,Nutting,,Middleweight,0-0-0 (W-L-D),/athlete/jesse-nutting
Kennedy,Nzechukwu,"""African Savage""",Light Heavyweight,11-3-0 (W-L-D),/athlete/kennedy-nzechukwu
Sean,O'Malley,"""Sugar""",Bantamweight,16-1-0 (W-L-D),/athlete/sean-omalley
Casey,O'Neill,"""King""",Women's Flyweight,9-0-0 (W-L-D),/athlete/casey-oneill
Christian,Ocon,"""The Don""",Bantamweight,4-0-0 (W-L-D),/athlete/christian-ocon
Volkan,Oezdemir,"""No Time""",Light Heavyweight,18-7-0 (W-L-D),/athlete/volkan-oezdemir
Trey,Ogden,"""Samurai Ghost """,Lightweight,16-5-0 (W-L-D),/athlete/trey-ogden
Ho,Taek,,Lightweight,0-0-0 (W-L-D),/athlete/ho-taek-oh
JJ,Okanovich,"""The Bosnian Bomber""",Lightweight,0-0-0 (W-L-D),/athlete/jj-okanovich
Michal,Oleksiejczuk,"""Hussar""",Middleweight,18-5-0 (W-L-D),/athlete/michal-oleksiejczuk
Saimon,Oliveira,,Bantamweight,18-5-0 (W-L-D),/athlete/liana-dzhodzhua-1
Maria,Oliveira,"""Spider Girl""",Women's Strawweight,13-6-0 (W-L-D),/athlete/maria-oliveira
Bruno,Oliveira,,Light Heavyweight,0-1-0 (W-L-D),/athlete/bruno-oliveira
Charles,Oliveira,"""Do Bronx""",Lightweight,33-9-0 (W-L-D),/athlete/charles-oliveira
Cameron,Olson,"""Cap'n Crunch""",Light Heavyweight,8-3-0 (W-L-D),/athlete/cameron-olson
David,Onama,,Featherweight,10-2-0 (W-L-D),/athlete/david-onama
Chibwikem,Onyenegecha,,Middleweight,6-0-0 (W-L-D),/athlete/chibwikem-onyenegecha
Brian,Ortega,"""T-City""",Featherweight,15-3-0 (W-L-D),/athlete/brian-ortega
Ode',Osbourne,"""The Jamaican Sensation""",Flyweight,11-5-0 (W-L-D),/athlete/ode-osbourne
Sidney,Outlaw,,Welterweight,9-4-0 (W-L-D),/athlete/sidney-outlaw
Fernando,Padilla,,Featherweight,0-0-0 (W-L-D),/athlete/vegnni-fabiano-3
Dinis,Paiva,,Featherweight,13-8-0 (W-L-D),/athlete/dinis-paiva
Rick,Palacios,"""El Gallero""",Featherweight,10-1-0 (W-L-D),/athlete/rick-palacios
Alexandre,Pantoja,"""The Cannibal""",Flyweight,25-5-0 (W-L-D),/athlete/alexandre-pantoja
Kathryn,Paprocki,,Women's Strawweight,0-1-0 (W-L-D),/athlete/ketrin-paprokki
Josh,Parisian,,Heavyweight,15-6-0 (W-L-D),/athlete/josh-parisian
Junyong,Park,"""The Iron Turtle""",Middleweight,16-5-0 (W-L-D),/athlete/jun-yong-park
Harvey,Park,,Lightweight,0-0-0 (W-L-D),/athlete/harvey-park
HyunSung,Park,"""Peace of Mind""",Flyweight,8-0-0 (W-L-D),/athlete/hyunsung-park
Mick,Parkin,,Heavyweight,6-0-0 (W-L-D),/athlete/mick-parkin
Preston,Parsons,"""Pressure""",Welterweight,10-3-0 (W-L-D),/athlete/kameron-els-0
Jonny,Parsons,"""The Sluggernaut""",Welterweight,8-2-0 (W-L-D),/athlete/norma-dyumont-viana-3
Jhonoven,Pati,,Middleweight,0-1-0 (W-L-D),/athlete/jhonoven-pati
Sam,Patterson,,Lightweight,1-0-0 (W-L-D),/athlete/sam-patterson
Zac,Pauga,"""The Ripper""",Light Heavyweight,7-1-0 (W-L-D),/athlete/zac-pauga
Thomas,Paull,,Lightweight,0-1-0 (W-L-D),/athlete/thomas-paull
Sergei,Pavlovich,,Heavyweight,17-1-0 (W-L-D),/athlete/sergei-pavlovich
Jonathan,Pearce,"""JSP""",Featherweight,14-4-0 (W-L-D),/athlete/jonathan-pearce
Carlo,Pedersoli,"""Semento""",Welterweight,11-3-0 (W-L-D),/athlete/carlo-pedersoli
Tyson,Pedro,,Light Heavyweight,9-4-0 (W-L-D),/athlete/tyson-pedro
Trevor,Peek,,Lightweight,8-0-0 (W-L-D),/athlete/trevor-peek
Matěj,Peňáz,,Middleweight,0-1-0 (W-L-D),/athlete/matej-penaz
Jessica,Penne,,Women's Strawweight,14-8-0 (W-L-D),/athlete/jessica-penne
Raquel,Pennington,"""Rocky""",Women's Bantamweight,15-9-0 (W-L-D),/athlete/raquel-pennington
Julianna,Peña,"""The Venezuelan Vixen""",Women's Bantamweight,12-5-0 (W-L-D),/athlete/julianna-pena
Daniel,Pereira,,Middleweight,0-0-0 (W-L-D),/athlete/daniel-pereira
Alex,Pereira,"""Poatan""",Middleweight,7-1-0 (W-L-D),/athlete/alex-pereira
Michel,Pereira,"""Demolidor""",Welterweight,28-11-0 (W-L-D),/athlete/michel-pereira
Dorian,Perez,"""Disturbing The Peace""",Heavyweight,0-0-0 (W-L-D),/athlete/dorian-perez
Ailin,Perez,"""Fiona""",Women's Featherweight,7-2-0 (W-L-D),/athlete/ailin-perez
Alex,Perez,,Flyweight,24-7-0 (W-L-D),/athlete/alex-perez
Steven,Peterson,"""Ocho""",Featherweight,19-10-0 (W-L-D),/athlete/steven-peterson
Vitor,Petrino,,Light Heavyweight,7-0-0 (W-L-D),/athlete/vitor-petrino
Andre,Petroski,,Middleweight,9-2-0 (W-L-D),/athlete/viven-araudzho
Armen,Petrosyan,"""Superman""",Middleweight,8-2-0 (W-L-D),/athlete/karlos-olberg-4
Peter,Petties,"""The Joker""",Featherweight,5-3-0 (W-L-D),/athlete/peter-petties
Kyler,Phillips,"""The Matrix""",Bantamweight,10-2-0 (W-L-D),/athlete/kyler-phillips
Aaron,Phillips,"""The Dragon""",Bantamweight,12-4-0 (W-L-D),/athlete/aaron-phillips
Vinc,Pichel,"""From Hell""",Lightweight,14-3-0 (W-L-D),/athlete/vinc-pichel
Jamie,Pickett,"""The Night Wolf""",Middleweight,13-9-0 (W-L-D),/athlete/jamie-pickett
Paddy,Pimblett,"""The Baddy""",Lightweight,20-3-0 (W-L-D),/athlete/paddy-pimblett
Daniel,Pineda,"""The Pit""",Featherweight,27-14-0 (W-L-D),/athlete/daniel-pineda
Luana,Pinheiro,,Women's Strawweight,10-1-0 (W-L-D),/athlete/luana-pinheiro
Jamal,Pogues,,Heavyweight,10-3-0 (W-L-D),/athlete/jamal-pogues
Dustin,Poirier,"""The Diamond""",Lightweight,29-7-0 (W-L-D),/athlete/dustin-poirier
Julia,Polastri,,Women's Flyweight,0-1-0 (W-L-D),/athlete/kori-makkenna-7
Santiago,Ponzinibbio,"""Argentine Dagger""",Welterweight,30-6-0 (W-L-D),/athlete/santiago-ponzinibbio
Alexander,Poppeck,,Light Heavyweight,0-0-0 (W-L-D),/athlete/alexander-poppeck
Parker,Porter,,Heavyweight,13-8-0 (W-L-D),/athlete/parker-porter
Ihor,Potieria,"""The Duelist""",Light Heavyweight,20-3-0 (W-L-D),/athlete/ikhor-poteria
Dylan,Potter,,Heavyweight,0-1-0 (W-L-D),/athlete/dilan-potter
Marcin,Prachnio,,Light Heavyweight,16-6-0 (W-L-D),/athlete/marcin-prachnio
Francisco,Prado,,Lightweight,11-1-0 (W-L-D),/athlete/francisco-prado
Ricardo,Prasel,"""Alemao""",Heavyweight,9-2-0 (W-L-D),/athlete/ricardo-prasel
Niko,Price,"""The Hybrid""",Welterweight,15-6-0 (W-L-D),/athlete/niko-price
Jiří,Procházka,,Light Heavyweight,29-3-1 (W-L-D),/athlete/jiri-prochazka
Andrew,Provost,,Welterweight,0-0-0 (W-L-D),/athlete/andrew-provost
Lucie,Pudilova,,Women's Bantamweight,9-6-0 (W-L-D),/athlete/lucie-pudilova
Claudio,Puelles,"""Prince of Peru""",Lightweight,13-3-0 (W-L-D),/athlete/claudio-puelles
Juan,Puerta,,Flyweight,1-0-0 (W-L-D),/athlete/glover-teysheyra-0
Joe,Pyfer,"""Bodybagz""",Middleweight,9-2-0 (W-L-D),/athlete/joe-pyfer
Billy,Quarantillo,,Featherweight,17-4-0 (W-L-D),/athlete/billy-quarantillo
Josh,Quinlan,"""Bushido""",Welterweight,6-0-0 (W-L-D),/athlete/niklas-shtolce-0
Landon,Quinones,,Lightweight,0-0-0 (W-L-D),/athlete/landon-quinones
Isaih,Quinones,"""Pretty Boy""",Light Heavyweight,0-0-0 (W-L-D),/athlete/isaih-quinones
Cristian,Quiñonez,"""Problema""",Bantamweight,18-3-0 (W-L-D),/athlete/trevin-dzhayls-6
Loik,Radzhabov,"""Jaguar Paw """,Lightweight,16-4-1 (W-L-D),/athlete/loik-radzhabov
Shavkat,Rakhmonov,"""Nomad""",Welterweight,17-0-0 (W-L-D),/athlete/shavkat-rakhmonov
Aleksandar,Rakić,"""Rocket""",Light Heavyweight,14-3-0 (W-L-D),/athlete/aleksandar-rakic
Ricardo,Ramos,,Featherweight,16-4-0 (W-L-D),/athlete/ricardo-ramos
Mitch,Raposo,,Flyweight,0-1-0 (W-L-D),/athlete/aleks-oliveyra-2
Mateusz,Rębecki,"""Chinczyk""",Lightweight,17-1-0 (W-L-D),/athlete/mateusz-rebecki
Greg,Rebello,"""Ribz""",Heavyweight,24-8-0 (W-L-D),/athlete/greg-rebello
Karl,Reed,"""No Worries""",Light Heavyweight,2-1-0 (W-L-D),/athlete/karl-reed
Elise,Reed,,Women's Strawweight,6-3-0 (W-L-D),/athlete/karlos-olberg-3
Steve,Regman,"""""The Predator""""",Middleweight,9-3-0 (W-L-D),/athlete/steve-regman
Paulo,Renato,,Heavyweight,0-1-0 (W-L-D),/athlete/paulo-renato-jr
Solomon,Renfro,"""The Black Dragon/King""",Welterweight,0-1-0 (W-L-D),/athlete/norma-dyumont-viana-4
Kyle,Reyes,,Featherweight,0-0-0 (W-L-D),/athlete/kyle-reyes
Alex,Reyes,"""The Executioner""",Welterweight,13-3-0 (W-L-D),/athlete/alex-reyes
Dominick,Reyes,"""The Devastator""",Light Heavyweight,12-4-0 (W-L-D),/athlete/dominick-reyes
Victor,Reyna,,Welterweight,11-5-0 (W-L-D),/athlete/victor-reyna
Lucrezia,Ria,,Women's Flyweight,0-0-0 (W-L-D),/athlete/lucrezia-ria
Amanda,Ribas,,Women's Flyweight,12-3-0 (W-L-D),/athlete/amanda-ribas
Claudio,Ribeiro,,Middleweight,10-3-0 (W-L-D),/athlete/claudio-ribeiro
Esteban,Ribovics,"""El Gringo""",Lightweight,11-1-0 (W-L-D),/athlete/esteban-ribovics
Tabatha,Ricci,"""Baby Shark""",Women's Strawweight,8-1-0 (W-L-D),/athlete/tabatha-ricci
Brad,Riddell,"""Quake""",Lightweight,10-4-0 (W-L-D),/athlete/brad-riddell
Theo,Rlayang,,Featherweight,0-1-0 (W-L-D),/athlete/teo-rlaeng
Kali,Robbins,"""Pop Tart""",Women's Strawweight,6-2-0 (W-L-D),/athlete/kali-robbins
Danny,Roberts,"""Hot Chocolate""",Welterweight,18-7-0 (W-L-D),/athlete/danny-roberts
Gillian,Robertson,"""The Savage""",Women's Flyweight,11-7-0 (W-L-D),/athlete/gillian-robertson
Kleydson,Rodrigues,"""KR""",Flyweight,8-2-0 (W-L-D),/athlete/kleidison-rodrigues
Gregory,Rodrigues,"""Robocop""",Middleweight,13-5-0 (W-L-D),/athlete/gregory-rodrigues
Pete,Rodriguez,"""Dead Game""",Welterweight,5-1-0 (W-L-D),/athlete/pete-rodriguez
Luis,Rodriguez,,Flyweight,0-1-0 (W-L-D),/athlete/luis-rodriguez
Daniel,Rodriguez,"""D-Rod""",Welterweight,17-3-0 (W-L-D),/athlete/daniel-rodriguez
Piera,Rodriguez,"""La Fiera""",Women's Strawweight,9-0-0 (W-L-D),/athlete/norma-dyumont-viana-0
Azael,Rodriguez,"""La Bomba""",Middleweight,0-0-0 (W-L-D),/athlete/azael-rodriguez
Christian,Rodriguez,,Bantamweight,8-1-0 (W-L-D),/athlete/ches-skelli-0
Marina,Rodriguez,,Women's Strawweight,16-2-2 (W-L-D),/athlete/marina-rodriguez
Yair,Rodriguez,"""El Pantera""",Featherweight,16-3-0 (W-L-D),/athlete/yair-rodriguez
Alexandr,Romanov,"""King Kong""",Heavyweight,16-1-0 (W-L-D),/athlete/alexandr-romanov
Anthony,Romero,,Lightweight,1-0-0 (W-L-D),/athlete/anthony-romero
Kaleio,Romero,,Featherweight,0-1-0 (W-L-D),/athlete/kaleio-romero
Juancamilo,Ronderos,"""100""",Flyweight,4-2-0 (W-L-D),/athlete/juancamilo-ronderos
Charles,Rosa,"""Boston Strong""",Featherweight,14-8-0 (W-L-D),/athlete/charles-rosa
Karol,Rosa,,Women's Bantamweight,16-4-0 (W-L-D),/athlete/karol-rosa
Jacob,Rosales,"""Lil' Badger""",Lightweight,11-5-0 (W-L-D),/athlete/dzhonatan-pirs-0
Raul,Rosas,"""El Nino Problema""",Bantamweight,7-0-0 (W-L-D),/athlete/raul-rosas-jr
Hilarie,Rose,,Women's Strawweight,4-2-0 (W-L-D),/athlete/hilarie-rose
Shannon,Ross,"""The Turkish Delight""",Flyweight,13-7-0 (W-L-D),/athlete/shannon-ross
Khalil,Rountree,,Light Heavyweight,12-5-0 (W-L-D),/athlete/khalil-rountree-jr
Phil,Rowe,"""The Fresh Prince""",Welterweight,10-3-0 (W-L-D),/athlete/philip-rowe
Brandon,Royval,"""Raw Dawg""",Flyweight,14-6-0 (W-L-D),/athlete/brandon-royval
Jairzinho,Rozenstruik,"""Bigi Boy""",Heavyweight,13-4-0 (W-L-D),/athlete/jairzinho-rozenstruik
Montserrat,Ruiz,"""Conejo""",Women's Strawweight,10-2-0 (W-L-D),/athlete/montserrat-ruiz
Cameron,Saaiman,"""MSP""",Bantamweight,8-0-0 (W-L-D),/athlete/cameron-saaiman
Danny,Sabatello,,Bantamweight,1-0-0 (W-L-D),/athlete/danny-sabatello
Pat,Sabatini,,Featherweight,17-4-0 (W-L-D),/athlete/pat-sabatini
Nazim,Sadykhov,"""Black Wolf""",Lightweight,8-1-0 (W-L-D),/athlete/nazim-sadykhov
Frankie,Saenz,,Bantamweight,13-7-0 (W-L-D),/athlete/frankie-saenz
Benoît,Saint-Denis,,Lightweight,10-1-0 (W-L-D),/athlete/mariya-agapova-0
Ovince,Saint,,Light Heavyweight,26-17-0 (W-L-D),/athlete/ovince-saint-preux
Augusto,Sakai,,Heavyweight,16-5-1 (W-L-D),/athlete/augusto-sakai
Luis,Saldana,,Featherweight,16-7-1 (W-L-D),/athlete/luis-saldana
Muslim,Salikhov,"""King of Kung Fu""",Welterweight,19-3-0 (W-L-D),/athlete/muslim-salikhov
Vinicius,Salvador,,Flyweight,14-4-0 (W-L-D),/athlete/vegnni-fabiano-2
Cory,Sandhagen,,Bantamweight,15-4-0 (W-L-D),/athlete/cory-sandhagen
Martin,Sano,"""Spartan""",Welterweight,4-3-0 (W-L-D),/athlete/martin-sano
James,Santamaria,"""Jimmy""",Middleweight,0-0-0 (W-L-D),/athlete/james-santamaria
Shaheen,Santana,,Lightweight,0-1-0 (W-L-D),/athlete/shaheen-santana
Richie,Santiago,"""The Milford Mauler""",Bantamweight,7-1-0 (W-L-D),/athlete/richie-santiago
Will,Santiago,"""The Brown Bomber""",Middleweight,9-6-0 (W-L-D),/athlete/will-santiago
Daniel,Santos,"""Willycat""",Bantamweight,1-1-0 (W-L-D),/athlete/daniel-santos
Marilia,Santos,,Women's Flyweight,0-0-0 (W-L-D),/athlete/marilia-santos
Edivan,Santos,,Heavyweight,0-1-0 (W-L-D),/athlete/mario-souza-2
Leonardo,Santos,,Lightweight,18-7-1 (W-L-D),/athlete/leonardo-santos
Taila,Santos,,Women's Flyweight,19-2-0 (W-L-D),/athlete/taila-santos
Yana,Santos,,Women's Bantamweight,14-6-0 (W-L-D),/athlete/yana-kunitskaya
Jeka,Saragih,,Lightweight,13-3-0 (W-L-D),/athlete/jeka-saragih
Keisuke,Sasu,"""“Sasuke”""",Featherweight,1-1-0 (W-L-D),/athlete/keisuke-sasu
Takashi,Sato,"""Ten""",Welterweight,16-7-0 (W-L-D),/athlete/takashi-sato
Brandon,Sayles,,Heavyweight,0-0-0 (W-L-D),/athlete/brandon-sayles
Matheus,Scheffel,,Light Heavyweight,0-1-0 (W-L-D),/athlete/matheus-scheffel
Matt,Schnell,"""Danger""",Flyweight,16-7-0 (W-L-D),/athlete/matt-schnell
Jewel,Scott,"""Kidd Diamond""",Lightweight,0-0-0 (W-L-D),/athlete/jewel-scott
Tetsuya,Seki,,Lightweight,0-0-0 (W-L-D),/athlete/tetsuya-seki
Matthew,Semelsberger,"""Semi the Jedi""",Welterweight,11-4-0 (W-L-D),/athlete/matthew-semelsberger
YeDam,Seo,,Women's Strawweight,0-1-0 (W-L-D),/athlete/yedam-seo
Leon,Shahbazyan,,Welterweight,7-1-0 (W-L-D),/athlete/leon-shahbazyan
Edmen,Shahbazyan,"""The Golden Boy""",Middleweight,12-3-0 (W-L-D),/athlete/edmen-shahbazyan
Don,Shainis,"""Shameless""",Featherweight,12-5-0 (W-L-D),/athlete/don-shainis
Chase,Sherman,"""The Vanilla Gorilla """,Heavyweight,16-11-0 (W-L-D),/athlete/chase-sherman
Antonina,Shevchenko,"""La Pantera""",Women's Flyweight,10-4-0 (W-L-D),/athlete/antonina-shevchenko
Valentina,Shevchenko,"""Bullet""",Women's Flyweight,23-4-0 (W-L-D),/athlete/valentina-shevchenko
Henrique,Shiguemoto,,Middleweight,0-1-0 (W-L-D),/athlete/henrique-shiguemoto
Jack,Shore,"""Tank""",Featherweight,16-1-0 (W-L-D),/athlete/jack-shore
Maria,Silva,,Women's Strawweight,1-1-0 (W-L-D),/athlete/mariya-agapova-3
Jansey,Silva,,Middleweight,0-1-0 (W-L-D),/athlete/trevin-dzhayls-3
Jacob,Silva,,Flyweight,0-2-0 (W-L-D),/athlete/jacob-silva
